rank,name,country,profits,headquarters,revenue,marketvalue,assets,ceo,industry,state
1948,UCO Bank,India,-443.9,India,2399,530,33373,Ravi Takkar,Regional Banks,
1383,UGI,United States,627.9,Pennsylvania,7209,8644,12445,John Walsh,Natural Gas Utilities,Pennsylvania
1858,UOL Group,Singapore,645.4,Singapore,1523,5501,14684,Cho Yaw Wee,Real Estate,
741,UPM-Kymmene,Finland,1217.7,Finland,11733,19760,15912,Jussi Pesonen,Paper & Paper Products,
109,US Bancorp,United States,6391,Minnesota,24063,84587,460119,Andrew Cecere,Major Banks,Minnesota
1273,US Foods,United States,484.3,Illinois,24181,7361,9174,Pietro Satriano,Food Retail,Illinois
1429,US Steel,United States,585,Pennsylvania,12675,6322,10026,David Burritt,Iron & Steel,Pennsylvania
1341,Ulta Salon Cosmetcs & Fragrance,United States,555.2,Illinois,5885,15128,2964,Mary Dillon,Specialty Stores,Illinois
1312,Ultrapar Participacoes,Brazil,397.7,Brazil,25489,8190,8590,Frederico Curado,Oil & Gas Operations,
1309,Umicore,Belgium,239.1,Belgium,13476,13865,6246,Marc Grynberg,Diversified Metals & Mining,
812,Uni-President,Taiwan,1322.7,Taiwan,13607,13365,14132,Jung Hou,Food Processing,
113,UniCredit Group,Italy,6137,Italy,29007,47782,1004817,Jean-Pierre Mustier,Regional Banks,
659,Unibail-Rodamco,France,2751.6,France,2344,23322,51924,Christophe Cuvillier,Real Estate,
1634,Unicaja Banco,Spain,172.6,Spain,1514,3122,71708,Enrique del Villar Boceta,Major Banks,
1336,Unicharm,Japan,499.5,Japan,5922,17598,6780,Takahisa Takahara,Household/Personal Care,
103,Unilever,Netherlands,6827.4,Netherlands,60587,155786,72390,Paulus Polman,Household/Personal Care,
1445,Union Bank of India,India,85.4,India,5700,1533,70323,Rajkiran Rai,Regional Banks,
1740,Union National Bank,United Arab Emirates,426.6,United Arab Emirates,1470,2734,29274,Gyu-Young Kim,Regional Banks,
175,Union Pacific,United States,10950,Nebraska,21583,109652,57789,Lance Fritz,Railroads,Nebraska
753,Uniper,Germany,-1490,Germany,82983,11880,51903,Klaus Schäfer,Electric Utilities,
1012,Unipol Gruppo,Italy,-390,Italy,16112,3681,106989,Carlo Cimbri,Diversified Insurance,
1628,Uniqa,Austria,222.3,Austria,5865,3650,33785,Andreas Brandstetter,Diversified Insurance,
1839,Unisplendour,China,227.5,China,6221,11444,6801,Xu Kang,Computer Hardware,
1822,United Aircraft,Russia,-23,Russia,7682,4817,17184,Yury Slyusar,Aerospace & Defense,
357,United Continental Holdings,United States,2182,Illinois,38348,18555,44018,Oscar Munoz,Airline,Illinois
1349,United Internet,Germany,692.7,Germany,5287,13505,9217,Ralph Dommermuth,Telecommunications services,
311,United Overseas Bank,Singapore,2625,Singapore,9385,36900,277933,Ee Wee,Regional Banks,
153,United Parcel Service,United States,5097,Georgia,67705,99698,44464,David Abney,Air Courier,Georgia
925,United Rentals,United States,1420,Connecticut,7019,13952,14688,Michael Kneeland,Rental & Leasing,Connecticut
99,United Technologies,United States,4463,Connecticut,61218,99591,98779,Gregory Hayes,Conglomerates,Connecticut
1799,United Utilities,United Kingdom,543,United Kingdom,2188,7083,16593,Steven Mogford,Diversified Utilities,
28,UnitedHealth Group,United States,11222,Minnesota,207624,228983,155569,David Wichmann,Managed Health Care,Minnesota
1090,Universal Health,United States,769.7,Pennsylvania,10484,11174,11024,Alan Miller,Healthcare Services,Pennsylvania
737,Unum,United States,1037.8,Tennessee,11390,8394,63012,Rick McKenney,Life & Health Insurance,Tennessee
1993,Uralkali,Russia,873.8,Russia,2761,5048,8988,Dmitry Osipov,Specialized Chemicals,
1576,VEON,Netherlands,-497.8,Netherlands,9831,4705,19521,Ursula Burns,Telecommunications services,
868,VF,United States,707.1,North Carolina,12333,30744,10311,Steven Rendle,Apparel/Accessories,North Carolina
157,VINCI,France,3098.4,France,46105,56769,83819,Xavier Huillard,Construction Services,
780,VMware,United States,569,California,7921,58378,20693,Patrick Gelsinger,Software & Programming,California
396,VTB Bank,Russia,1977,Russia,24101,10970,225969,Andrey Kostin,Regional Banks,
935,VakifBank,Turkey,1127,Turkey,6761,3322,69050,Mehmet Özcan,Regional Banks,
132,Vale,Brazil,4614,Brazil,34094,77407,94388,Fábio Schvartsman,Iron & Steel,
1315,Valeant Pharmaceuticals,Canada,-917,Canada,8610,7273,35798,Joseph Papa,Pharmaceuticals,
638,Valeo,France,999.3,France,20923,16249,20917,Jacques Aschenbroich,Auto & Truck Parts,
173,Valero Energy,United States,4229,Texas,98647,49397,49376,Joseph Gorder,Oil & Gas Operations,Texas
1304,Vedanta Resources,United Kingdom,-21.9,United Kingdom,13418,2888,28142,Kuldip Kaura,Diversified Metals & Mining,
1082,Ventas,United States,563,Illinois,3634,19066,23494,Debra Cafaro,Real Estate,Illinois
754,Veolia Environnement,France,376.5,France,28339,13596,46002,Antoine Frérot,Diversified Utilities,
1608,VeriSign,United States,475.1,Virginia,1176,15466,2905,D. Bidzos,Software & Programming,Virginia
1439,Verisk Analytics,United States,579.3,New Jersey,2224,17498,6247,Scott Stephenson,Business & Personal Services,New Jersey
18,Verizon Communications,United States,31196,New York,127992,200893,264516,Lowell McAdam,Telecommunications services,New York
1573,Vertex Pharmaceuticals,United States,225.8,Massachusetts,2415,39746,3953,Jeffrey Leiden,Biotechs,Massachusetts
889,Vestas Wind Systems,Denmark,976.9,Denmark,11408,13566,13672,Anders Runevad,Electrical Equipment,
660,Viacom,United States,2160,New York,12904,12161,22994,Robert Bakish,Broadcasting & Cable,New York
1532,Vicinity Centres,Australia,1096.7,Australia,1067,7508,13478,Grant Kelley,Real Estate,
1164,Vienna Insurance Group,Austria,322.3,Austria,11242,4116,61183,Elisabeth Stadler,Diversified Insurance,
1719,Vietin Bank,Vietnam,344.5,Vietnam,3411,4808,48843,Tho Le,Regional Banks,
1992,Vingroup,Vietnam,203,Vietnam,4634,14364,9814,Quang Nguyen,,
1683,Vipshop Holdings,China,289,China,10816,8667,5833,Ya Shen,Internet & Catalog Retail,
1704,Virgin Money Holdings,United Kingdom,247.4,United Kingdom,1326,2086,55609,Jayne-Anne Gadhia,Regional Banks,
164,Visa,United States,9002,California,19355,295124,69042,Alfred Kelly Jr,Consumer Financial Services,California
1639,Vistra Energy,United States,-638,Texas,5406,11997,14776,Curtis Morgan,Electric Utilities,Texas
431,Vivendi,France,1384,France,14036,36086,41227,Arnaud de Puyfontaine,Telecommunications services,
454,Vodafone,United Kingdom,-19.8,United Kingdom,48206,75957,173874,Vittorio Colao,Telecommunications services,
895,Voestalpine,Austria,780.5,Austria,14273,9856,18384,Wolfgang Eder,Iron & Steel,
16,Volkswagen Group,Germany,13123.5,Germany,271951,101428,531393,Dongjin Koh,Auto & Truck Manufacturers,
238,Volvo Group,Sweden,2625.6,Sweden,41538,37090,53051,Martin Lundstedt,Heavy Equipment,
641,Vonovia,Germany,2816.7,Germany,3813,24101,54331,Rolf Buch,Construction Services,
1680,Vornado Realty,United States,170.4,New York,2216,13308,16864,Steven Roth,Real Estate,New York
974,Voya Financial,United States,-429.2,New York,9323,8907,219824,Rodney Martin,Investment Services,New York
1428,Vulcan Materials,United States,609.2,Alabama,3957,16836,9453,J. Hill,Construction Materials,Alabama
687,WEC Energy Group,United States,1238.4,Wisconsin,7630,19529,31786,Gale Klappa,Electric Utilities,Wisconsin
715,WH Group,Hong Kong,1133,Hong Kong,22381,14900,15258,Long Wan,Food Processing,
1717,WPG Holdings,Taiwan,245.2,Taiwan,17906,2545,6207,Fu Yeh,Electronics,
369,WPP,United Kingdom,2339.5,United Kingdom,19659,22481,45545,Roberto Quarta,Advertising,
1054,WR Berkley,United States,592,Connecticut,7706,9358,24588,W. Berkley,Property & Casualty Insurance,Connecticut
1027,WW Grainger,United States,637.3,Illinois,10650,16584,5903,Donald Macpherson,Electrical Equipment,Illinois
124,Walgreens Boots Alliance,United States,4134,Illinois,124028,63556,70816,Stefano Pessina,Drug Retail,Illinois
24,Walmart,United States,9862,Arkansas,500343,246178,204522,C. McMillon,Discount Stores,Arkansas
72,Walt Disney,United States,11473,California,56826,152137,97943,Robert Iger,Broadcasting & Cable,California
1250,Wanhua Chemical Group,China,1883.9,China,8323,,10557,Yun Che,Specialized Chemicals,
1882,Want Want China,China,449.3,China,2812,11419,3802,Eng-Meng Tsai,Food Processing,
1241,Waste Connections,Canada,685,Canada,4679,19941,11963,Ronald Mittelstaedt,Environmental & Waste,
484,Waste Management,United States,2047,Texas,14556,35784,22106,James Fish,Environmental & Waste,Texas
666,Weichai Power,China,1142.6,China,23425,9577,31190,Xu Tan,Heavy Equipment,
1276,WellCare Health Plans,United States,408.1,Florida,17699,9732,9671,Ken Burdick,Managed Health Care,Florida
7,Wells Fargo,United States,21693,California,102063,265328,1915388,Timothy Sloan,Major Banks,California
1279,Welltower,United States,197,Ohio,4351,20924,27747,Thomas DeRosa,Real Estate,Ohio
1594,Wendel,France,-134.1,France,9395,6985,17335,André François-Poncet,Investment Services,
365,Wesfarmers,Australia,1155.9,Australia,52959,37669,31651,Robert Scott,Food Retail,
679,West Japan Railway,Japan,996.9,Japan,13538,14182,28895,Seiji Manabe,Railroads,
552,WestRock,United States,1882.2,Georgia,15665,15651,25440,Steven Voorhees,Containers & Packaging,Georgia
799,Western Digital,United States,199,California,20372,23580,29004,Stephen Milligan,Computer Storage Devices,California
972,Westfield,Australia,1545.4,Australia,1418,14238,21254,Peter Lowy,Real Estate,
938,Westlake Chemical,United States,1444.4,Texas,8248,15177,11604,Albert Chao,Diversified Chemicals,Texas
87,Westpac Banking Group,Australia,6398.9,Australia,29353,76241,668765,Brian Hartzer,Major Banks,
853,Weyerhaeuser,United States,694,Washington,7380,27722,17885,Doyle Simons,Real Estate,Washington
507,Wheelock,Hong Kong,2639.6,Hong Kong,9105,14840,72873,Chun Woo,Real Estate,
1042,Whirlpool,United States,291,Michigan,21378,11042,20339,Marc Bitzer,Household Appliances,Michigan
1736,Whitbread,United Kingdom,574.3,United Kingdom,4320,10519,6778,Alison Brittain,Restaurants,
528,Williams,United States,1953,Oklahoma,8131,22461,47052,Alan Armstrong,Oil Services & Equipment,Oklahoma
857,Willis Towers Watson,United Kingdom,439,United Kingdom,8134,20484,34212,John Haley,Diversified Insurance,
456,Wilmar International,Singapore,1215.5,Singapore,43822,14969,40933,Khoon Kuok,Food Processing,
909,Wipro,India,1242.2,India,8452,18279,11662,Abidali Neemuchwala,Computer Services,
1895,Wirecard,Germany,292.9,Germany,1681,17998,5450,Markus Braun,Software & Programming,
1564,Wistron,Taiwan,127.7,Taiwan,27482,2075,10977,Po Huang,Computer Hardware,
1193,Wm Morrison Supermarkets,United Kingdom,404.3,United Kingdom,22440,8097,13747,David Potts,Food Retail,
1307,Wolters Kluwer,Netherlands,755.7,Netherlands,4988,15610,10190,Nancy McKinstry,Printing & Publishing,
890,Woodside Petroleum,Australia,1023.9,Australia,3906,23678,25401,Peter Coleman,Oil & Gas Operations,
486,Woolworths,Australia,1362.3,Australia,43255,28273,18602,Bong-Yeong Kim,Food Retail,
550,Woori Bank,South Korea,1212,South Korea,12477,9822,295451,Kwang-Goo Lee,Regional Banks,
1664,Workday,United States,-321.2,California,2142,29346,4947,Aneel Bhusri,Software & Programming,California
1548,World Fuel Services,United States,-170.4,Florida,34740,1533,5472,Hyung-Ki Kim,Specialty Stores,Florida
1220,Worldpay,United States,3.6,Ohio,3949,23969,28950,Charles Drucker,,Ohio
1305,Wuestenrot & Wuerttembergische,Germany,289.5,Germany,7009,2224,86088,Jürgen Junker,Investment Services,
924,Wuliangye Yibin,China,1667.6,China,4412,47220,12659,Yoo-Cheol Woo,Beverages,
1370,Wyndham Worldwide,United States,764,New Jersey,5544,11147,11099,Stephen Holmes,Hotels & Motels,New Jersey
1217,Wynn Resorts,United States,442,Nevada,6546,21245,12215,Matthew Maddox,Casinos & Gaming,Nevada
1537,Wärtsilä,Finland,452.3,Finland,5821,12722,6927,Jaakko-Veikko Eskola,Heavy Equipment,
1225,X5 Retail Group,Netherlands,491.6,Netherlands,23225,7886,9607,Igor Shekhterman,Food Retail,
868,XL Group,Bermuda,-560.6,Bermuda,11291,14188,65338,Michael McGavick,Diversified Insurance,
